Total,Percent
145,55.343511450381676
54,20.610687022900763
63,24.045801526717558
181,47.01298701298701
27,7.012987012987012
177,45.97402597402597
1203,67.28187919463086
159,8.89261744966443
426,23.825503355704697
2542,76.01674641148325
327,9.778708133971293
475,14.204545454545455
107,44.957983193277315
20,8.403361344537815
111,46.63865546218487
